id_unit,id_akun,kode_akun,nama_akun,total_rincian,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,total_akb,selisih,action
1375,4356,4.1.02.03.06.0001,4.1.02.03.06.0001 Retribusi Pemberian Perpanjangan IMTA kepada Pemberi Kerja Tenaga Kerja Asing,6450000000,300000000,300000000,600000000,600000000,800000000,800000000,800000000,600000000,800000000,300000000,300000000,250000000,6450000000,0,
