id_unit,id_akun,kode_akun,nama_akun,total_rincian,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,total_akb,selisih,action
1405,4332,4.1.02.02.09.0001,4.1.02.02.09.0001 Retribusi Pelayanan Tempat Rekreasi dan Olahraga,3030206250,15000000,288476350,315226350,199214900,318226350,200214900,318726350,327226350,218214900,220714900,285714900,323250000,3030206250,0,
