id_unit,id_akun,kode_akun,nama_akun,total_rincian,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,total_akb,selisih,action
1406,4332,4.1.02.02.09.0001,4.1.02.02.09.0001 Retribusi Pelayanan Tempat Rekreasi dan Olahraga,7500000,625000,625000,625000,625000,625000,625000,625000,625000,625000,625000,625000,625000,7500000,0,
