id_unit,id_akun,kode_akun,nama_akun,total_rincian,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,total_akb,selisih,action
1369,4290,4.1.02.01.09.0001,4.1.02.01.09.0001 Retribusi Penyediaan dan/atau Penyedotan Kakus,759600000,48550000,50850000,52950000,55885000,59785000,62800000,64850000,66700000,71705000,72480000,74445000,78600000,759600000,0,
1369,4654,4.1.04.13.02.0001,4.1.04.13.02.0001 Pendapatan Denda Retribusi Pemakaian Kekayaan Daerah,4240400000,245851846,378162664,320407536,117198788,386765786,319820294,358303400,435682814,402644762,421638464,507004306,346919340,4240400000,0,
