id_unit,id_akun,kode_akun,nama_akun,total_rincian,bulan_1,bulan_2,bulan_3,bulan_4,bulan_5,bulan_6,bulan_7,bulan_8,bulan_9,bulan_10,bulan_11,bulan_12,total_akb,selisih,action
1379,4267,4.1.02.01.02.0001,4.1.02.01.02.0001 Retribusi Pelayanan Persampahan/ Kebersihan,19963902000,798556080,998195100,1197834120,1197834120,1397473140,1397473140,1796751180,1796751180,1796751180,2395668240,2595307260,2595307260,19963902000,0,
1379,4309,4.1.02.02.01.0004,4.1.02.02.01.0004 Retribusi Pemakaian Laboratorium,317911400,20250000,20250000,19807470,19806203,22253798,28612026,34334431,34970254,28612026,28612026,31791140,28612026,317911400,0,
